state,district,crop,season,area,rainfall,temperature,production,yield
Odisha,Koraput,Groundnut,Kharif,45.74,1611.56,18.5,22.35,0.49
Haryana,Rohtak,Mustard,Kharif,42.0,497.99,16.97,48.75,1.16
Tamil Nadu,Madurai,Coconut,Kharif,44.93,1165.67,36.57,320.73,7.14
Andhra Pradesh,Srikakulam,Sugarcane,Kharif,38.14,856.15,22.12,1816.14,47.62
West Bengal,Kolkata,Tea,Zaid,4.36,1854.33,39.47,4.98,1.14
Uttar Pradesh,Saharanpur,Rice,Zaid,13.27,1126.54,12.7,17.8,1.34
Kerala,Kottayam,Tea,Kharif,47.84,2880.6,26.31,79.03,1.65
Odisha,Ganjam,Jute,Zaid,48.54,1792.28,33.15,88.32,1.82
Telangana,Khammam,Cotton,Kharif,39.41,1143.68,18.83,54.39,1.38
Assam,Lakhimpur,Rice,Kharif,27.84,2099.42,29.3,57.87,2.08
Tamil Nadu,Madurai,Sugarcane,Rabi,13.11,950.41,31.01,974.89,74.36
Kerala,Kottayam,Banana,Zaid,31.15,3990.82,28.57,381.31,12.24
Karnataka,Bidar,Jowar,Zaid,13.62,1433.82,35.61,5.74,0.42
Bihar,Begusarai,Wheat,Rabi,38.34,1216.48,29.13,50.81,1.33
Rajasthan,Bikaner,Gram,Zaid,7.29,699.82,40.86,3.34,0.46
West Bengal,Malda,Mustard,Kharif,0.9,1695.02,38.19,0.28,0.32
Rajasthan,Ajmer,Gram,Zaid,48.89,643.87,47.7,20.56,0.42
Madhya Pradesh,Gwalior,Gram,Zaid,23.2,1349.43,22.94,12.39,0.53
West Bengal,Bardhaman,Wheat,Kharif,42.44,1762.06,27.78,40.57,0.96
Haryana,Kurukshetra,Bajra,Rabi,13.1,756.16,20.34,8.49,0.65
West Bengal,Malda,Jute,Kharif,18.38,1813.52,39.19,32.7,1.78
West Bengal,Kolkata,Jute,Zaid,9.55,1429.22,28.54,25.39,2.66
Tamil Nadu,Kancheepuram,Banana,Rabi,28.46,951.06,35.16,625.79,21.99
Kerala,Thiruvananthapuram,Coffee,Rabi,39.47,2843.36,31.43,28.9,0.73
Karnataka,Hassan,Sugarcane,Rabi,12.14,1159.03,36.31,906.78,74.66
Kerala,Malappuram,Banana,Kharif,48.95,1888.84,34.15,1121.86,22.92
Kerala,Kannur,Coconut,Rabi,42.29,3940.88,34.35,190.01,4.49
Andhra Pradesh,Krishna,Sugarcane,Kharif,22.25,806.77,31.97,1560.68,70.16
Gujarat,Mehsana,Tobacco,Rabi,25.81,758.12,37.91,40.62,1.57
Maharashtra,Aurangabad,Sugarcane,Zaid,43.57,2587.28,22.47,1597.04,36.65
Haryana,Bhiwani,Wheat,Zaid,47.22,572.8,35.23,81.58,1.73
Gujarat,Banaskantha,Wheat,Zaid,31.61,575.39,41.41,51.8,1.64
Punjab,Moga,Sugarcane,Rabi,29.68,609.89,21.86,1169.92,39.42
Telangana,Adilabad,Chilli,Kharif,10.64,1076.26,32.52,15.31,1.44
Haryana,Sirsa,Wheat,Rabi,4.95,335.14,29.56,10.55,2.13
Madhya Pradesh,Sagar,Gram,Kharif,35.8,1576.19,44.94,8.12,0.23
Haryana,Hisar,Rice,Rabi,9.16,461.09,28.23,11.28,1.23
Punjab,Patiala,Potato,Kharif,12.51,741.99,2.64,152.23,12.17
Gujarat,Amreli,Wheat,Kharif,40.54,958.13,33.66,49.96,1.23
Gujarat,Bharuch,Wheat,Rabi,2.39,668.66,29.85,5.46,2.28
Rajasthan,Barmer,Gram,Zaid,0.89,356.6,8.21,0.43,0.49
Odisha,Balasore,Jute,Zaid,3.13,1235.16,28.27,6.21,1.98
West Bengal,Howrah,Tea,Kharif,12.29,2163.08,37.62,13.17,1.07
Tamil Nadu,Kancheepuram,Banana,Kharif,21.91,1441.17,29.6,923.4,42.14
Assam,Tinsukia,Sugarcane,Zaid,15.56,2257.91,25.99,624.07,40.1
Bihar,Bhagalpur,Potato,Rabi,38.89,1074.74,31.97,487.84,12.54
Madhya Pradesh,Vidisha,Wheat,Rabi,42.31,1046.22,24.57,96.31,2.28
Kerala,Thrissur,Tea,Kharif,23.33,1560.02,23.1,29.26,1.25
Maharashtra,Solapur,Groundnut,Rabi,4.52,1193.98,17.73,4.04,0.89
West Bengal,Bardhaman,Jute,Rabi,13.57,1785.11,17.62,19.89,1.47
Madhya Pradesh,Satna,Wheat,Kharif,42.07,1505.12,15.01,48.63,1.16
Madhya Pradesh,Indore,Gram,Rabi,27.26,1343.69,25.75,12.59,0.46
Uttar Pradesh,Moradabad,Rice,Rabi,16.51,1161.55,37.76,31.39,1.9
Tamil Nadu,Salem,Coconut,Zaid,43.88,930.79,21.13,207.51,4.73
Tamil Nadu,Cuddalore,Cotton,Rabi,3.22,821.13,35.57,4.5,1.4
Telangana,Adilabad,Cotton,Kharif,23.51,746.81,24.49,30.85,1.31
Gujarat,Bhavnagar,Cotton,Zaid,19.62,1273.08,22.58,26.14,1.33
Andhra Pradesh,Krishna,Sugarcane,Zaid,14.78,813.28,35.87,899.6,60.86
Uttar Pradesh,Agra,Potato,Rabi,49.15,826.39,12.29,826.34,16.81
Kerala,Thiruvananthapuram,Rice,Zaid,2.28,2322.48,30.33,3.81,1.67
Maharashtra,Nashik,Sugarcane,Rabi,38.35,1613.6,19.75,1642.03,42.81
Haryana,Gurugram,Sugarcane,Kharif,2.59,743.39,28.43,151.56,58.63
Bihar,Saharsa,Lentil,Zaid,2.32,1232.97,14.85,0.72,0.31
West Bengal,Kolkata,Wheat,Rabi,41.09,1843.74,39.06,39.99,0.97
West Bengal,Hooghly,Jute,Kharif,38.14,2277.41,24.25,64.79,1.7
Assam,Karbi Anglong,Potato,Rabi,17.48,2165.93,19.43,187.39,10.72
Assam,Lakhimpur,Banana,Kharif,18.48,2982.29,24.63,342.53,18.53
Uttar Pradesh,Kanpur,Gram,Kharif,33.93,700.47,41.25,19.57,0.58
Tamil Nadu,Thanjavur,Rice,Rabi,11.61,1277.29,38.42,17.65,1.52
Punjab,Ludhiana,Cotton,Rabi,22.84,526.26,4.19,19.88,0.87
Andhra Pradesh,Nellore,Sugarcane,Kharif,46.04,909.96,26.71,1991.99,43.27
Madhya Pradesh,Hoshangabad,Cotton,Rabi,37.02,1145.0,18.69,38.93,1.05
Assam,Goalpara,Sugarcane,Zaid,5.01,2461.21,32.75,234.24,46.77
Andhra Pradesh,YSR Kadapa,Rice,Rabi,29.0,1164.77,33.76,47.75,1.65
Odisha,Ganjam,Turmeric,Kharif,37.1,1226.79,16.59,193.55,5.22
Uttar Pradesh,Gorakhpur,Potato,Zaid,13.44,892.16,10.25,244.65,18.21
Telangana,Adilabad,Sugarcane,Kharif,22.09,1079.6,21.9,1428.39,64.67
Punjab,Amritsar,Sugarcane,Rabi,21.55,464.6,23.65,1112.61,51.62
Andhra Pradesh,Visakhapatnam,Cotton,Zaid,38.91,1086.18,37.94,61.31,1.58
Telangana,Mahabubnagar,Chilli,Zaid,32.18,815.16,30.27,72.12,2.24
West Bengal,Darjeeling,Mustard,Kharif,48.24,1938.03,39.57,19.14,0.4
Haryana,Gurugram,Sugarcane,Zaid,38.16,706.02,6.5,1554.75,40.75
Odisha,Koraput,Turmeric,Rabi,37.42,1375.86,26.5,231.95,6.2
Punjab,Gurdaspur,Rice,Rabi,33.5,549.48,7.11,39.03,1.17
Telangana,Siddipet,Cotton,Zaid,13.53,1075.35,41.39,15.22,1.12
Maharashtra,Satara,Sugarcane,Kharif,32.68,2582.79,36.26,1209.53,37.02
Madhya Pradesh,Chhindwara,Wheat,Rabi,34.51,1154.01,10.32,50.65,1.47
Kerala,Kollam,Rubber,Rabi,4.47,2709.15,31.34,7.45,1.67
Andhra Pradesh,Anantapur,Sugarcane,Zaid,13.58,1013.85,23.76,796.85,58.66
Madhya Pradesh,Hoshangabad,Gram,Rabi,5.18,1469.8,36.21,1.59,0.31
Andhra Pradesh,Kurnool,Tobacco,Zaid,26.34,873.52,30.32,48.63,1.85
Rajasthan,Sikar,Barley,Kharif,48.02,180.1,47.26,55.05,1.15
Haryana,Sirsa,Sugarcane,Kharif,34.42,796.13,44.59,1125.04,32.68
Karnataka,Bangalore Urban,Rice,Zaid,23.41,2878.52,32.42,28.32,1.21
Uttar Pradesh,Allahabad,Potato,Zaid,40.79,707.0,24.67,839.68,20.59
Karnataka,Hassan,Cotton,Rabi,36.63,809.18,18.55,52.34,1.43
Kerala,Kottayam,Rubber,Zaid,32.06,3068.78,32.93,50.12,1.56
Odisha,Khurda,Groundnut,Rabi,10.32,1649.71,38.66,4.59,0.44
Rajasthan,Bikaner,Gram,Zaid,7.79,638.06,5.96,3.05,0.39
Maharashtra,Thane,Jowar,Zaid,15.86,1744.65,25.01,4.58,0.29
Kerala,Idukki,Coconut,Zaid,44.06,1837.92,34.97,382.49,8.68
Haryana,Kurukshetra,Rice,Zaid,15.29,412.84,16.12,17.0,1.11
Haryana,Gurugram,Bajra,Rabi,23.42,460.51,14.3,14.59,0.62
Punjab,Patiala,Wheat,Rabi,41.41,782.94,10.5,127.2,3.07
Andhra Pradesh,Krishna,Sugarcane,Zaid,36.59,1095.26,33.13,2811.31,76.83
Gujarat,Ahmedabad,Wheat,Zaid,23.13,1064.72,30.11,29.04,1.26
Haryana,Sonipat,Rice,Kharif,2.02,608.31,15.33,2.43,1.2
Karnataka,Bangalore Urban,Jowar,Zaid,37.64,3040.68,26.07,11.47,0.3
West Bengal,Darjeeling,Tea,Rabi,16.98,2069.1,39.17,13.15,0.77
Bihar,Munger,Lentil,Kharif,18.66,1035.29,23.79,5.38,0.29
Kerala,Kollam,Tea,Zaid,25.95,3772.52,27.18,37.87,1.46
Karnataka,Dakshina Kannada,Sugarcane,Zaid,2.41,550.68,33.65,98.45,40.83
Rajasthan,Jodhpur,Bajra,Zaid,20.67,502.52,36.66,18.89,0.91
Gujarat,Amreli,Rice,Rabi,21.63,930.09,42.27,29.48,1.36
Bihar,Darbhanga,Wheat,Kharif,15.37,1511.79,37.93,10.2,0.66
Assam,Jorhat,Jute,Zaid,12.14,1807.29,12.51,16.43,1.35
Gujarat,Rajkot,Wheat,Kharif,12.33,746.97,18.58,38.21,3.1
Telangana,Medak,Turmeric,Kharif,25.98,864.84,28.71,84.38,3.25
Rajasthan,Alwar,Maize,Rabi,49.14,638.75,47.91,67.96,1.38
Madhya Pradesh,Gwalior,Sugarcane,Kharif,12.47,1060.2,24.72,642.58,51.55
Haryana,Sonipat,Sugarcane,Rabi,32.07,623.52,24.69,1845.64,57.55
Assam,Karbi Anglong,Tea,Rabi,1.25,2704.44,32.62,1.29,1.04
West Bengal,Malda,Potato,Zaid,22.08,1938.7,23.08,176.04,7.97
Andhra Pradesh,Guntur,Rice,Kharif,35.6,667.17,30.93,79.39,2.23
Gujarat,Rajkot,Groundnut,Kharif,12.84,1073.1,28.67,15.46,1.2
Punjab,Amritsar,Rice,Rabi,34.8,599.03,18.57,44.18,1.27
Telangana,Sangareddy,Chilli,Kharif,49.88,1094.72,37.88,80.96,1.62
West Bengal,Hooghly,Wheat,Rabi,32.24,1309.3,23.1,48.92,1.52
Assam,Darrang,Jute,Rabi,44.51,1773.39,21.27,71.15,1.6
Odisha,Koraput,Jute,Zaid,3.48,1343.91,38.58,5.75,1.65
Kerala,Kollam,Tea,Kharif,15.82,1793.84,28.38,16.35,1.03
Odisha,Puri,Turmeric,Rabi,31.6,1300.38,32.55,152.81,4.84
Telangana,Sangareddy,Turmeric,Zaid,46.58,1150.03,30.38,220.89,4.74
Maharashtra,Nagpur,Groundnut,Rabi,12.71,2707.42,30.93,8.15,0.64
Tamil Nadu,Tiruchirappalli,Cotton,Rabi,48.24,647.53,31.65,88.8,1.84
Rajasthan,Chittorgarh,Wheat,Zaid,1.91,321.96,18.32,3.71,1.95
Uttar Pradesh,Bareilly,Mustard,Kharif,48.01,995.55,30.26,15.0,0.31
Gujarat,Rajkot,Wheat,Zaid,15.54,645.14,34.8,29.01,1.87
Andhra Pradesh,Kurnool,Cotton,Rabi,16.35,1116.0,29.99,24.62,1.51
Kerala,Kozhikode,Rice,Kharif,46.69,1994.97,24.85,121.06,2.59
Assam,Barpeta,Tea,Rabi,4.43,1826.31,15.32,6.71,1.52
West Bengal,Midnapore,Rice,Kharif,7.69,2152.08,35.61,18.23,2.37
Uttar Pradesh,Bareilly,Gram,Kharif,10.14,1126.01,42.57,3.53,0.35
Punjab,Moga,Potato,Kharif,36.33,665.37,41.71,483.31,13.3
Punjab,Faridkot,Wheat,Kharif,21.6,530.07,10.63,61.22,2.83
Haryana,Karnal,Rice,Rabi,0.72,673.77,41.54,0.78,1.09
Kerala,Thrissur,Rice,Zaid,21.27,2348.25,26.28,48.41,2.28
Andhra Pradesh,Anantapur,Cotton,Rabi,28.27,738.21,31.54,35.2,1.25
Rajasthan,Kota,Bajra,Zaid,17.58,755.05,31.73,13.39,0.76
Bihar,Saharsa,Sugarcane,Kharif,41.21,1230.11,15.31,1788.95,43.41
Karnataka,Dharwad,Sugarcane,Rabi,0.57,2980.56,21.59,21.11,37.08
West Bengal,Birbhum,Mustard,Rabi,5.26,1926.35,28.25,2.62,0.5
Madhya Pradesh,Indore,Rice,Zaid,38.81,1207.77,42.42,54.75,1.41
Rajasthan,Bhilwara,Barley,Kharif,22.32,624.37,20.38,30.51,1.37
Kerala,Kasaragod,Coffee,Kharif,38.32,1501.51,32.36,21.27,0.56
Uttar Pradesh,Mathura,Wheat,Rabi,41.58,1131.87,25.03,71.72,1.72
Rajasthan,Bikaner,Barley,Kharif,27.63,352.64,37.64,41.72,1.51
Haryana,Faridabad,Rice,Rabi,16.31,556.4,9.41,21.82,1.34
Punjab,Bathinda,Maize,Zaid,42.84,458.33,39.15,81.29,1.9
Karnataka,Gulbarga,Rice,Zaid,18.05,2363.93,24.67,34.21,1.89
Telangana,Nalgonda,Cotton,Kharif,37.03,761.57,33.91,71.58,1.93
Uttar Pradesh,Mathura,Gram,Kharif,40.27,1000.03,44.57,7.89,0.2
Andhra Pradesh,Chittoor,Groundnut,Rabi,8.72,888.76,33.56,7.67,0.88
Madhya Pradesh,Satna,Rice,Zaid,19.32,1323.61,30.95,36.04,1.87
Odisha,Khurda,Jute,Rabi,15.5,1618.18,37.97,31.94,2.06
Madhya Pradesh,Vidisha,Wheat,Zaid,16.66,1100.58,25.46,33.51,2.01
Gujarat,Banaskantha,Rice,Rabi,36.98,1109.07,40.86,67.54,1.83
Punjab,Patiala,Cotton,Kharif,4.13,515.96,19.47,4.48,1.08
Haryana,Hisar,Cotton,Rabi,22.48,331.6,18.93,21.21,0.94
Madhya Pradesh,Hoshangabad,Soybean,Rabi,25.12,1564.56,42.52,11.7,0.47
Assam,Darrang,Rice,Rabi,26.35,2377.69,17.15,55.83,2.12
Telangana,Nalgonda,Turmeric,Kharif,20.47,809.59,18.81,55.42,2.71
Rajasthan,Chittorgarh,Barley,Zaid,10.17,715.47,31.14,8.66,0.85
Madhya Pradesh,Jabalpur,Cotton,Zaid,1.37,1403.81,31.95,1.36,0.99
Karnataka,Gulbarga,Sugarcane,Rabi,42.63,1304.1,27.24,2858.22,67.05
Madhya Pradesh,Jabalpur,Rice,Kharif,10.17,1276.44,39.13,15.83,1.56
Madhya Pradesh,Satna,Rice,Rabi,18.48,1583.76,34.36,36.47,1.97
Kerala,Kannur,Tea,Kharif,28.63,3671.15,29.47,25.26,0.88
Maharashtra,Kolhapur,Jowar,Kharif,19.14,2936.07,33.57,9.56,0.5
Andhra Pradesh,Krishna,Cotton,Zaid,9.67,825.32,32.33,17.11,1.77
Punjab,Ferozepur,Sugarcane,Kharif,1.1,737.98,26.97,61.24,55.67
West Bengal,Nadia,Rice,Rabi,30.45,1991.56,38.04,55.1,1.81
Tamil Nadu,Cuddalore,Cotton,Zaid,46.58,1310.78,20.79,41.56,0.89
Madhya Pradesh,Indore,Rice,Rabi,9.96,1369.13,23.54,27.21,2.73
West Bengal,Bankura,Jute,Zaid,14.44,1793.55,35.7,24.85,1.72
Bihar,Purnia,Wheat,Zaid,37.35,1438.56,10.42,54.76,1.47
Telangana,Mahabubnagar,Turmeric,Zaid,6.66,852.21,24.76,28.14,4.23
Haryana,Rohtak,Mustard,Zaid,13.61,492.87,14.85,16.93,1.24
Andhra Pradesh,Kurnool,Sugarcane,Rabi,27.11,738.71,32.85,1351.55,49.86
Punjab,Sangrur,Maize,Kharif,6.07,866.02,14.29,10.89,1.8
Maharashtra,Ratnagiri,Sugarcane,Rabi,30.84,2227.17,37.71,1311.29,42.52
Kerala,Alappuzha,Rice,Kharif,2.98,1553.67,30.14,7.53,2.53
Gujarat,Junagadh,Wheat,Kharif,5.1,661.53,30.98,10.18,2.0
Karnataka,Dharwad,Jowar,Zaid,38.14,2052.29,34.19,13.23,0.35
Rajasthan,Jodhpur,Mustard,Rabi,43.88,783.41,13.9,41.54,0.95
Maharashtra,Ratnagiri,Jowar,Zaid,6.6,2083.36,20.14,2.74,0.42
Karnataka,Shimoga,Jowar,Kharif,9.55,2089.17,21.34,2.55,0.27
Bihar,Darbhanga,Rice,Zaid,37.84,1415.49,20.34,59.21,1.56
Telangana,Hyderabad,Turmeric,Zaid,49.8,1132.62,21.06,250.65,5.03
Punjab,Jalandhar,Rice,Rabi,44.26,629.88,37.37,50.09,1.13
Bihar,Muzaffarpur,Maize,Kharif,34.67,1523.4,34.14,36.94,1.07
West Bengal,Bankura,Wheat,Rabi,35.88,1355.96,20.74,73.98,2.06
Haryana,Gurugram,Mustard,Zaid,8.38,798.49,28.22,4.03,0.48
Bihar,Darbhanga,Sugarcane,Kharif,1.58,1407.73,26.19,116.72,73.94
Rajasthan,Barmer,Gram,Zaid,18.87,157.77,32.88,11.2,0.59
Uttar Pradesh,Agra,Potato,Kharif,16.67,1115.22,23.53,309.53,18.57
Maharashtra,Mumbai,Cotton,Kharif,19.04,1231.73,38.61,25.5,1.34
Karnataka,Dakshina Kannada,Cotton,Kharif,44.36,2397.3,33.09,41.28,0.93
Rajasthan,Bhilwara,Maize,Kharif,4.81,767.9,9.24,9.79,2.04
West Bengal,Nadia,Potato,Rabi,15.24,2112.52,16.12,186.69,12.25
Haryana,Jhajjar,Bajra,Rabi,23.17,676.59,23.68,16.75,0.72
Karnataka,Belgaum,Cotton,Zaid,47.2,3436.73,37.42,44.99,0.95
Gujarat,Surat,Wheat,Rabi,40.95,597.61,23.89,130.45,3.19
Bihar,Nalanda,Sugarcane,Kharif,38.4,1220.41,31.66,2388.79,62.2
Haryana,Faridabad,Cotton,Zaid,33.41,549.44,22.14,46.98,1.41
Odisha,Ganjam,Jute,Kharif,49.98,1783.29,22.96,98.17,1.96
Madhya Pradesh,Dewas,Sugarcane,Zaid,8.63,1461.93,40.79,558.98,64.74
Karnataka,Shimoga,Cotton,Rabi,1.86,2448.94,26.16,1.23,0.66
Bihar,Gaya,Wheat,Kharif,20.18,1406.45,30.5,25.41,1.26
Maharashtra,Satara,Soybean,Kharif,8.93,2598.93,37.4,4.6,0.52
Odisha,Kendrapara,Sugarcane,Kharif,23.92,1344.82,17.56,897.75,37.54
Kerala,Kollam,Tea,Kharif,18.67,2785.29,24.95,41.96,2.25
Maharashtra,Ratnagiri,Groundnut,Zaid,27.11,1852.81,23.56,22.33,0.82
Bihar,Vaishali,Wheat,Rabi,21.07,1365.5,22.01,25.14,1.19
Gujarat,Ahmedabad,Tobacco,Kharif,48.76,1387.26,40.13,48.88,1.0
Tamil Nadu,Coimbatore,Banana,Kharif,25.29,765.38,31.65,855.43,33.83
Punjab,Ferozepur,Maize,Zaid,46.15,806.49,22.56,109.35,2.37
Kerala,Kozhikode,Coconut,Zaid,34.62,3032.41,30.12,213.13,6.16
Punjab,Faridkot,Rice,Kharif,47.62,662.1,33.71,101.03,2.12
Haryana,Kurukshetra,Rice,Rabi,49.4,616.54,25.15,95.33,1.93
Rajasthan,Bhilwara,Gram,Kharif,8.67,784.99,26.98,4.53,0.52
Rajasthan,Ajmer,Wheat,Kharif,40.36,624.63,14.69,137.03,3.4
Tamil Nadu,Chennai,Coconut,Kharif,9.07,1259.41,21.89,78.96,8.7
Rajasthan,Sikar,Mustard,Kharif,2.78,542.71,5.27,1.75,0.63
Punjab,Ludhiana,Cotton,Kharif,44.63,795.81,29.96,95.18,2.13
Telangana,Sangareddy,Sugarcane,Kharif,13.73,853.68,40.56,701.04,51.06
Haryana,Rohtak,Mustard,Kharif,39.21,776.48,18.49,22.6,0.58
Rajasthan,Sikar,Bajra,Zaid,34.84,290.03,24.9,38.68,1.11
Uttar Pradesh,Gorakhpur,Potato,Rabi,38.99,857.02,29.52,463.04,11.88
Rajasthan,Bhilwara,Maize,Rabi,2.45,510.78,27.91,6.9,2.81
Bihar,Purnia,Potato,Kharif,36.34,1402.65,32.97,327.39,9.01
Odisha,Balasore,Sesame,Rabi,49.99,1725.14,24.77,7.71,0.15
Bihar,Munger,Potato,Kharif,44.1,1203.99,37.56,391.15,8.87
Maharashtra,Mumbai,Sugarcane,Rabi,10.71,1499.81,35.05,611.66,57.13
Kerala,Kannur,Rubber,Zaid,41.79,3586.25,28.13,58.93,1.41
Gujarat,Banaskantha,Cotton,Rabi,18.71,637.49,37.97,24.59,1.31
Karnataka,Bangalore Rural,Rice,Zaid,18.73,1837.14,30.79,37.15,1.98
Assam,Sivasagar,Banana,Rabi,21.65,1755.09,22.62,597.95,27.62
Uttar Pradesh,Allahabad,Gram,Zaid,22.44,748.25,37.04,13.39,0.6
Kerala,Kollam,Rubber,Rabi,25.9,1620.6,25.01,23.44,0.91
Odisha,Cuttack,Sesame,Rabi,19.82,1685.17,29.01,4.8,0.24
Rajasthan,Alwar,Wheat,Kharif,18.14,755.84,39.07,20.94,1.15
West Bengal,Bankura,Mustard,Zaid,42.13,2118.73,38.5,17.49,0.42
Assam,Sivasagar,Sugarcane,Zaid,0.79,2352.53,14.29,24.71,31.26
West Bengal,Hooghly,Rice,Kharif,33.75,2153.37,25.12,81.86,2.43
Tamil Nadu,Kancheepuram,Banana,Rabi,13.29,1072.77,23.23,457.01,34.39
Bihar,Patna,Rice,Zaid,35.66,1529.39,41.26,60.33,1.69
Telangana,Nizamabad,Cotton,Rabi,21.29,856.94,20.97,34.36,1.61
Haryana,Karnal,Cotton,Zaid,2.54,713.65,23.19,3.1,1.22
Tamil Nadu,Erode,Cotton,Zaid,28.57,734.46,37.47,57.18,2.0
West Bengal,Birbhum,Rice,Rabi,14.55,2171.45,12.9,26.94,1.85
Uttar Pradesh,Gorakhpur,Wheat,Zaid,31.49,1150.82,43.23,34.91,1.11
Punjab,Kapurthala,Potato,Rabi,7.19,822.37,21.01,147.18,20.47
Rajasthan,Sikar,Barley,Kharif,43.66,437.07,11.67,127.59,2.92
Bihar,Nalanda,Sugarcane,Kharif,16.17,1316.32,37.03,745.06,46.09
Haryana,Bhiwani,Bajra,Rabi,36.85,531.66,11.87,27.48,0.75
Rajasthan,Chittorgarh,Bajra,Kharif,39.72,755.09,19.27,19.89,0.5
Maharashtra,Mumbai,Cotton,Kharif,26.33,1700.24,41.09,26.11,0.99
Assam,Barpeta,Potato,Rabi,1.23,2734.68,22.63,13.86,11.3
Madhya Pradesh,Dewas,Wheat,Kharif,9.79,979.33,42.17,8.63,0.88
West Bengal,Howrah,Wheat,Rabi,3.44,1566.31,32.91,3.78,1.1
Kerala,Kottayam,Coffee,Kharif,31.69,2349.12,26.71,20.91,0.66
Madhya Pradesh,Gwalior,Cotton,Kharif,48.55,1517.02,23.7,33.06,0.68
Uttar Pradesh,Lucknow,Potato,Kharif,30.55,1016.18,17.51,691.41,22.63
Bihar,Patna,Rice,Rabi,7.35,1570.27,38.25,19.06,2.59
Odisha,Kendrapara,Groundnut,Rabi,47.99,1780.62,34.28,24.37,0.51
Punjab,Jalandhar,Maize,Rabi,17.28,530.68,39.96,27.91,1.61
Karnataka,Bellary,Rice,Kharif,9.57,1018.8,33.11,24.3,2.54
Tamil Nadu,Nagapattinam,Sugarcane,Zaid,32.36,727.08,39.12,1741.47,53.82
Odisha,Kalahandi,Groundnut,Zaid,32.42,1375.07,38.07,21.93,0.68
Uttar Pradesh,Kanpur,Gram,Kharif,1.13,630.26,38.38,0.69,0.61
Assam,Sonitpur,Sugarcane,Zaid,48.83,1840.45,17.47,2477.6,50.73
Telangana,Mahabubnagar,Cotton,Zaid,33.11,960.52,19.35,43.12,1.3
Haryana,Panipat,Mustard,Rabi,14.72,442.52,35.8,8.08,0.55
Maharashtra,Mumbai,Sugarcane,Zaid,19.75,2214.77,23.29,703.92,35.65
Tamil Nadu,Erode,Coconut,Kharif,17.14,801.59,32.25,103.7,6.05
Andhra Pradesh,YSR Kadapa,Chilli,Rabi,6.83,754.12,25.59,15.58,2.28
Gujarat,Ahmedabad,Rice,Kharif,44.42,988.77,16.26,54.37,1.22
Kerala,Kasaragod,Rice,Rabi,3.18,2799.33,32.29,6.07,1.91
Assam,Sonitpur,Sugarcane,Kharif,28.28,2243.74,30.97,1473.87,52.12
Kerala,Idukki,Rice,Zaid,40.35,3125.23,29.24,73.48,1.82
Maharashtra,Mumbai,Soybean,Kharif,26.99,1939.26,27.09,11.59,0.43
Andhra Pradesh,Nellore,Rice,Kharif,21.62,660.43,22.17,39.24,1.82
Madhya Pradesh,Rewa,Soybean,Rabi,36.78,819.65,12.97,35.13,0.96
Andhra Pradesh,Chittoor,Cotton,Kharif,37.18,1109.37,31.55,59.27,1.59
Telangana,Karimnagar,Cotton,Kharif,42.82,1108.68,32.84,76.26,1.78
Uttar Pradesh,Allahabad,Wheat,Zaid,38.0,1108.6,32.58,43.23,1.14
Assam,Lakhimpur,Sugarcane,Zaid,37.82,1699.71,34.58,2814.91,74.43
Gujarat,Banaskantha,Cotton,Zaid,18.87,508.67,18.37,18.63,0.99
Bihar,Nalanda,Potato,Zaid,26.34,1022.59,34.63,335.89,12.75
Karnataka,Hassan,Cotton,Zaid,14.88,2363.94,18.47,9.56,0.64
Karnataka,Mandya,Rice,Rabi,1.06,1335.28,21.13,2.72,2.56
Bihar,Vaishali,Maize,Rabi,23.12,1529.8,10.7,36.72,1.59
Kerala,Kasaragod,Rice,Rabi,39.12,3137.24,23.26,68.32,1.75
Madhya Pradesh,Ujjain,Rice,Kharif,1.85,1169.01,37.58,2.49,1.35
Uttar Pradesh,Saharanpur,Wheat,Zaid,35.28,1131.24,9.67,50.98,1.45
Maharashtra,Solapur,Cotton,Rabi,29.42,1326.87,36.45,37.33,1.27
Karnataka,Shimoga,Rice,Kharif,8.78,2415.32,22.45,13.85,1.58
Madhya Pradesh,Dewas,Soybean,Rabi,29.67,1154.08,12.46,24.69,0.83
Uttar Pradesh,Mathura,Wheat,Rabi,33.08,872.41,17.17,106.49,3.22
Haryana,Gurugram,Rice,Zaid,46.28,677.44,12.02,43.36,0.94
Rajasthan,Ajmer,Maize,Zaid,36.53,632.95,10.0,50.98,1.4
Haryana,Karnal,Bajra,Zaid,44.48,346.44,32.97,44.87,1.01
Haryana,Hisar,Sugarcane,Kharif,17.78,451.13,26.78,720.08,40.49
West Bengal,Jalpaiguri,Rice,Rabi,3.89,2209.86,12.62,6.36,1.63
West Bengal,Birbhum,Potato,Kharif,10.89,1808.88,14.68,104.1,9.55
Haryana,Karnal,Sugarcane,Rabi,18.71,588.26,36.82,1057.25,56.51
Rajasthan,Sikar,Wheat,Kharif,42.88,609.75,46.01,88.56,2.07
Madhya Pradesh,Bhopal,Gram,Kharif,3.08,1203.06,40.89,0.9,0.29
Gujarat,Junagadh,Bajra,Rabi,18.22,1026.24,30.5,8.96,0.49
Gujarat,Surat,Tobacco,Rabi,4.11,823.86,41.08,6.55,1.6
Tamil Nadu,Kancheepuram,Cotton,Rabi,27.75,1103.56,23.07,28.21,1.02
